index,source,place,tags,rating_label,rating_google,review_label,review_count,type_category,keywords,location,formatted_address,region
15,https://www.tripadvisor.com/Attraction_Review-g2528749-d4155196-Reviews-Lempuyang_Temple-Abang_Karangasem_Bali.html,Lempuyang Temple," Religious, Landmarks, Mount Agung View",High,4.3,Good,1101,Religious Historic Hindu Temple POI Landmarks,The best view picture from Lempuyang Temple. From Lempuyang Temple we can enjoyed the view for Mount Agung,"{'lat': -8.3913712, 'lng': 115.630697}","Jl. Pura Telaga Mas Lempuyang, Tri Buana, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia","Abang, Karangasem"
16,https://www.tripadvisor.com/Attraction_Review-g297695-d3435076-Reviews-Bali_Pulina_Coffee_Plantation-Gianyar_Gianyar_Regency_Bali.html,Bali Pulina Coffee Plantation," Farms, Coffee, Plantation, Jungle",High,4.5,Good,927,Farms Coffe Plantation Jungle,"Bali Pulina is a coffee plantation, where we can learn how to make the most unique coffee of the world. we can also see other different types of plant and trees like cocoa , coffee, coconut, and also rice terrace paddy as the view that we enjoy during drinking the coffee. Rather that it, we could also play the game as Giant Swing tree, Zip line, and swimming pool right in the middle of jungle. we also available the photo spot for you who like to take you selfie picture. Sprawling venue with lush, tropical vegetation, coffee & tea tastings & a zipline through foliage.","{'lat': -8.422796, 'lng': 115.2790384}","Jl. Raya Pujung Kaja No.Br, Sebatu, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia","Tegallalang, Gianyar"
17,https://www.tripadvisor.com/Attraction_Review-g1025506-d3263502-Reviews-Penglipuran-Bangli_Bali.html,Penglipuran," Religious, Landmarks, Traditional Village",Average,3.5,Good,464,Pura Religious POI Landmarks Hindu Historic,This village still keep their tradition very well. The typical of Balinese Traditional Village. Local people here also...,"{'lat': -8.4230293, 'lng': 115.3614314}","Jl. Penglipuran, Kubu, Kec. Bangli, Kabupaten Bangli, Bali, Indonesia","Bangli, Bangli"
18,https://www.tripadvisor.com/Attraction_Review-g297701-d1009746-Reviews-Puri_Saren_Palace-Ubud_Gianyar_Regency_Bali.html,Puri Saren Palace," Landmarks, Royal Palace, Gamelan Music",High,4.2,Exceptional,999,POI  Landmarks,"Puri Saren Agung is the place where Ubud's long tradition of home stays all began, more than 80 years ago, when Bali first started to attract bohemian artists from around the world. Renting one of five traditional stone bungalows in the sumptuous royal courtyard is still quite an experience, and every night the palace comes alive with the sound of Gamelan music as Balinese dances are performed just across the wall from Puri Saren Agung.","{'lat': -8.5067194, 'lng': 115.2627222}","Jl. Raya Ubud No.8, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
19,https://www.tripadvisor.com/Attraction_Review-g297701-d7122282-Reviews-Satria_Coffee_Plantation-Ubud_Gianyar_Regency_Bali.html,Satria Coffee Plantation," Farms, Coffee, Plantation",High,4.4,Exceptional,1098,Farms Coffe Plantation,Great Coffee Plantation,"{'lat': -8.548623, 'lng': 115.2602717}","Lodtunduh, Ubud, Gianyar Regency, Bali 80571, Indonesia","Ubud, Gianyar"
20,https://www.tripadvisor.com/Attraction_Review-g608484-d506291-Reviews-Besakih_Temple-Karangasem_Bali.html,Besakih Temple," Religious, Landmarks, Mother Temple, Mount Agung",High,4.5,Exceptional,2674,Religious Historic Hindu Temple POI Landmarks,"Over a thousand years old, Besakih Temple is known as the ""Mother Temple of Bali"". Perched on the slopes of Mount Agung, at a lofty 1000 metres (3000 feet)Pura Besakih is the paramount Hindu temple on Bali. Located high on the slopes of the volcano Mt. Agung, it has developed over more than a thousand years into a great complex of 22 separate temples, the largest and central being Pura Penataran Agung. The annual cycle of more than 70 rituals, which symbolically link the temples into a whole, culminates in the centenary ceremony called Ekadasa Rudra, last held in 1979. The temple complex, state-supported since the 15th century, has undergone a series of architectural and ritual changes.","{'lat': -8.3739976, 'lng': 115.4525567}","Besakih, Rendang, Karangasem Regency, Bali 80863, Indonesia","Rendang, Karangasem"
21,https://www.tr+B21:D22ipadvisor.com/Attraction_Review-g608487-d1635025-Reviews-Jalan_Legian-Legian_Kuta_District_Bali.html,Jalan Legian," Landmarks, Shopping, Nightlife",High,4.7,Exceptional,2059,Roads Street POI Landmarks,"This street that connects Seminyak with Kuta isn't just a venue for pulsating nightlife. It's also an excellent spot for some retail therapy, what with its collection of jewelry and clothing shops.","{'lat': -8.717395, 'lng': 115.1744144}","Jln Legian, Kuta, Badung Regency, Bali 80361, Indonesia","Kuta, Badung"
22,https://www.tripadvisor.com/Attraction_Review-g297698-d8837227-Reviews-Water_Blow-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html,Water Blow," Landmarks, Waves, Scenic",High,4.4,Good,1262,POI  Landmarks,"... coming in.. great views, very scenic, fresh air, though the best part was the waves crashing up the volcanic","{'lat': -8.803856699999999, 'lng': 115.2398639}","Benoa, South Kuta, Badung Regency, Bali 80363, Indonesia","Kuta, Badung"
23,https://www.tripadvisor.com/Attraction_Review-g1372806-d3317179-Reviews-Brahma_Vihara_Arama_Buddhist_Monastery-Buleleng_District_Buleleng_Regency_Bali.html,Brahma Vihara Arama Buddhist Monastery," Religious, Buddhist, Monastery",High,4.7,Good,351,Religious Hindu Buddhist Monastery Sacred Rituals,"those who interested in religions, especially religion other than Hinduism in Bali, this place","{'lat': -8.2105937, 'lng': 114.9740049}","Banjar Dinas Tangeb, Banjar Tegeha, Kec. Banjar, Kabupaten Buleleng, Bali 81152, Indonesia","Banjar, Buleleng"
24,https://www.tripadvisor.com/Attraction_Review-g297697-d3535088-Reviews-Kuta_Square-Kuta_Kuta_District_Bali.html,Kuta Square," Neighborhoods, Shopping, Restaurants",High,4.4,Exceptional,2400,"Neighborhoods, Shopping, Restaurants",A nice place to walk and do shopping or buy souvenirs. And there is many restaurants where you can have a drink and food,"{'lat': -8.722337699999999, 'lng': 115.1767393}","Jl. Raya Kuta, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
25,https://www.tripadvisor.com/Attraction_Review-g1025505-d379268-Reviews-Istana_Tampak_Siring-Tampaksiring_Gianyar_Regency_Bali.html,Istana Tampak Siring," Historic, Landmarks, Temple, Holy Water",High,4.7,Exceptional,422," History, Historic, Landmarks, Temple, Holy Water",Very good Temple with a photo view in every corner. Make sure to feed the fish and check out the natural springs. This legendary pond inside the inner courtyard at Tirta Empul temple is said to have magical healing powers. Pura Tirta Empul or The Temple of Holy water is located about 20 km northeast of Ubud. The temples name comes from the the sacred spring that flows at the temple.,"{'lat': -8.4149206, 'lng': 115.3109393}","Jl. Dr. Ir. Soekarno, Manukaya, Kec. Tampaksiring, Kabupaten Gianyar, Bali 80552, Indonesia","Tampaksiring, Gianyar"
26,https://www.tripadvisor.com/Attraction_Review-g303952-d379227-Reviews-Kehen_Temple-Kintamani_Bangli_Bali.html,Kehen Temple," Religious, Ancient, Hindu",High,4.6,Exceptional,214,Religious Hindu Temple Sacred Rituals,It’s a 13th century Balinese Hindu temple with a gorgeous ancient,"{'lat': -8.4419674, 'lng': 115.3598501}","Jl. Sriwijaya No.8, Cempaga, Kec. Bangli, Kabupaten Bangli, Bali 80613, Indonesia","Bangli, Bangli"
27,https://www.tripadvisor.com/Attraction_Review-g3365818-d2628406-Reviews-Luhur_Batukaru_Temple-Penebel_Bali.html,Luhur Batukaru Temple," Religious, Forest, Sacred",High,4.8,Exceptional,361,Religious Hindu Temple Sacred Rituals,It's a Bali temple worth seeing as it has a different look and feel to others. Being set in the forest and a long way...,"{'lat': -8.3720075, 'lng': 115.1025803}","Jl. Penatahan - Wongayagede, Wongaya Gede, Kec. Penebel, Kabupaten Tabanan, Bali 85125, Indonesia","Penebel, Tabanan"
28,https://www.tripadvisor.com/Attraction_Review-g294226-d592897-Reviews-Goa_Lawah_Temple-Bali.html,Goa Lawah," Cave, Bat Cave, Hindu Temple",High,4.7,Exceptional,535,"Cave, Bat Cave, Hindu Temple","Beautiful 11th century temple with a Bat Cave (hence Bat Cave Temple) teeming with lovely fruit bats- you can't go in… This small, 11th-century Balinese Hindu temple was constructed around a bat-filled cave.","{'lat': -8.5515375, 'lng': 115.468823}","CFX9+9GG, Jl. Raya Goa Lawah, Pesinggahan, Kec. Dawan, Kabupaten Klungkung, Bali 80761, Indonesia","Dawan, Klungkung"
29,https://www.tripadvisor.com/Attraction_Review-g297701-d1407893-Reviews-Gunung_Lebah_Temple-Ubud_Gianyar_Regency_Bali.html,Gunung Lebah Temple," Religious, Peaceful, Tranquil",High,4.4,Exceptional,270,Religious Hindu Temple Sacred Rituals,This temple has a very peaceful ambience and beautiful surroundings. There is a sense of tranquility and your mind is...,"{'lat': -8.5040642, 'lng': 115.254622}","Jl. Raya Ubud No.23, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
30,https://www.tripadvisor.com/Attraction_Review-g297700-d10696294-Reviews-Pura_Tirta_Empul_Segara_Merta_Sari-Sanur_Denpasar_Bali.html,Pura Tirta Empul Segara Merta Sari," Religious, Landmarks, Holy Water, Rituals",High,4.5,Exceptional,240,Pura Religious POI Landmarks Hindu Historic,"Great experience. Take a sarong! If you're older, overweight or unfit, it may be a challenge to get in and out of the...","{'lat': -8.7122391, 'lng': 115.2516718}","77Q2+4M3, Sanur Kauh, Denpasar Selatan, Denpasar City, Bali, Indonesia","Denpasar Selatan, Denpasar"
31,https://www.tripadvisor.com/Attraction_Review-g311298-d2634198-Reviews-Batu_Bolong_Beach-Canggu_North_Kuta_Bali.html,Batu Bolong Beach," Beaches, Surfing, Restaurants",High,4.4,Exceptional,230,"Beach, Beaches","This is great, with an excellent atmosphere and plenty of restaurants a few minutes walk inland, with many surfing outlets to hit the waves!! This well-known sandy beach near shops & restaurants is popular with surfers & has board rentals","{'lat': -8.6594824, 'lng': 115.1301361}","Pantai Batu Bolong, Jl. Pantai Batu Bolong, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali, Indonesia","Kuta Utara, Badung"
32,https://www.tripadvisor.com/Attraction_Review-g608478-d11500544-Reviews-Japanese_Ship_Wreck_Point-Amed_Abang_Karangasem_Bali.html,Japanese Ship Wreck Point," Scuba Diving, Shipwreck, Marine Life",High,4.4,Exceptional,167," Scuba Diving, Shipwreck, Marine Life","The shipwreck is covered of colourful corals and is a perfect place to see tiny critters, if you keep going after the wreck you will find a nice slope where you can drift along.","{'lat': -8.3646513, 'lng': 115.7006586}","Jl. Karangasem - Seraya, Bunutan, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia","Abang, Karangasem"
33,https://www.tripadvisor.com/Attraction_Review-g2646686-d5980317-Reviews-Puseh_Batuan_Temple-Sukawati_Gianyar_Regency_Bali.html,Puseh Batuan Temple," Religious, Landmarks, Carvings, Sacred",High,4.5,Good,377,Religious Historic Hindu Temple POI Landmarks,"you head to ubud,it is on the way,so you can visit this temple if you want....","{'lat': -8.581946199999999, 'lng': 115.2759956}","C79G+37, Jl. Raya Batuan, Batuan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia","Sukawati, Gianyar"
34,https://www.tripadvisor.com/Attraction_Review-g562690-d12817983-Reviews-Satria_Gatotkaca_Statue-Tuban_Kuta_Kuta_District_Bali.html,Satria Gatotkaca Statue," Monuments, Statues, Mythology",High,4.6,Exceptional,138,Monuments Statues Mythology,This impressive statue became a,"{'lat': -8.7443882, 'lng': 115.1788673}","Jl. Raya Tuban No.1, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
35,https://www.tripadvisor.com/Attraction_Review-g303952-d2369501-Reviews-Luwak_Civet_Coffee_Farm-Kintamani_Bangli_Bali.html,Luwak Civet Coffee Farm," Farms, Coffee, Plantation, Luwak",Average,3.8,Good,424,Farms Luwak Coffe,"Nestled in a shady green hideaway, this was a great relief from the sweltering heat of Bali. Guide was very...","{'lat': -8.358443, 'lng': 115.3014879}","Jl. Raya Patas, Taro, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia","Tegallalang, Gianyar"
36,https://www.tripadvisor.com/Attraction_Review-g297696-d531628-Reviews-Pura_Ulun_Siwi-Jimbaran_South_Kuta_Bali.html,Pura Ulun Siwi," Religious, Temple, Local Culture",High,4.8,Exceptional,142,"Pura, Religious, Temple, Local Culture",This is a local temple located in the middle of Jimbaran Bay across from the market. It dates back to the 18th century...,"{'lat': -8.5399316, 'lng': 115.0828145}","F36M+24G, Baturiti, Kerambitan, Tabanan Regency, Bali 82161, Indonesia","Baturiti, Tabanan"
37,https://www.tripadvisor.com/Attraction_Review-g469405-d3470659-Reviews-Tenganan_Ancient_Village-Tenganan_Manggis_Bali.html,Tenganan Ancient Village," Historic, Traditional Village, Crafts",High,4.4,Good,523,"History, Historic, Traditional Village, Crafts, POI,Landmarks",Very interesting and,"{'lat': -8.4768604, 'lng': 115.5665902}","GHF8+CGG, Unnamed Road, Tenganan, Kec. Manggis, Kabupaten Karangasem, Bali 80871, Indonesia","Manggis, Karangasem"
38,https://www.tripadvisor.com/Attraction_Review-g15239532-d8566976-Reviews-Giri_Putri_Cave-Suana_Nusa_Penida_Bali.html,Giri Putri Cave," Cave, Temple, Sacred",High,4.6,Exceptional,203,"Cave, Bat Cave, Hindu, Temple",Not many tourist about as not many,"{'lat': -8.7089505, 'lng': 115.5861164}","7HRP+CC9, Suana, Nusa Penida, Klungkung Regency, Bali 80771, Indonesia","Nusa Penida, Klungkung"
39,https://www.tripadvisor.com/Attraction_Review-g297700-d12268532-Reviews-Big_Garden_Corner-Sanur_Denpasar_Bali.html,Big Garden Corner," Monuments, Statues, Gardens, Sculptures",High,4.3,Exceptional,197,Garden Religious Monuments  Statues,I took my sister to big garden corner to her surprise it wasn’t what she thought it’s a garden but it had statues not...,"{'lat': -8.6567502, 'lng': 115.2533172}","Sanur, Jl. Bypass Ngurah Rai, Kesiman, Denpasar Selatan, Kota Denpasar, Bali 80237, Indonesia","Denpasar Selatan, Denpasar"
40,https://www.tripadvisor.com/Attraction_Review-g12288293-d12877380-Reviews-Wanagiri_Hidden_Hills-Wanagiri_Sukasada_Buleleng_Regency_Bali.html,Wanagiri Hidden Hills," Hill, Nature, Lookouts, Panoramic Views",High,4.4,Good,95,Hill Nature Lookouts,The locals will assist you in,"{'lat': -8.2396601, 'lng': 115.1077874}","Wanagiri, Jalan Raya Munduk, Pancasari, Kec. Sukasada, Kabupaten Buleleng, Bali, Indonesia","Sukasada, Buleleng"
41,https://www.tripadvisor.com/Attraction_Review-g3932211-d1718037-Reviews-Peliatan_Royal_Palace-Peliatan_Ubud_Gianyar_Regency_Bali.html,Peliatan Royal Palace," Historic, Royal Palace, Balinese Culture",High,4.5,Exceptional,202,"History, Historic, Royal Palace, Balinese Culture","Rich Balinese colors, historical place, bohemian","{'lat': -8.517931599999999, 'lng': 115.2693193}","F7J9+VP4, Peliatan, Ubud, Peliatan, Kec. Gianyar, Kabupaten Gianyar, Bali 80571, Indonesia","Gianyar, Gianyar"
42,https://www.tripadvisor.com/Attraction_Review-g12713816-d4605922-Reviews-Taman_Nusa-Sidan_Gianyar_Gianyar_Regency_Bali.html,Taman Nusa," Landmarks, Parks, Indonesian Heritage, Cultural Performances",High,4.3,Good,278,POI  Landmarks  Parks,If you will go on weekdays you have huge chanse that you will be alon in this place - no other,"{'lat': -8.5286174, 'lng': 115.3585207}","Banjar Blahpane Kelod, Jl. Taman Bali – Banjarangkan, Sidan, Kec. Gianyar, Kabupaten Gianyar, Bali 80582, Indonesia","Gianyar, Gianyar"
43,https://www.tripadvisor.com/Attraction_Review-g297694-d378964-Reviews-Pura_Rambut_Siwi_Kaler-Denpasar_Bali.html,Pura Rambut Siwi Kaler," Religious, Temple",High,4.7,Exceptional,63,Pura Religious Historic POI Sacred Hindu,Pura Rambut Siwi is situated on a cliff top overlooking a,"{'lat': -8.403134099999999, 'lng': 114.7658575}","Yeh Embang Kangin, Mendoyo, Jembrana Regency, Bali 82261, Indonesia","Mendoyo, Jembrana"
44,https://www.tripadvisor.com/Attraction_Review-g294226-d379165-Reviews-Klungkung_Temple-Bali.html,Klungkung Temple," Historic, Temple",High,5,Exceptional,170,Religious Historic Hindu Temple POI Landmarks,There is a small entrance fee but worth the experience. There is a museum besides the temple and the court of justice...,"{'lat': -8.5408756, 'lng': 115.3961523}","F95W+JFR, Semarapura Kelod, Klungkung, Klungkung Regency, Bali 80716, Indonesia","Klungkung, Klungkung"
